Label_Error,Higher income,Lower income,Overall,FNR_Gap
0.0,0.25216178887090324,0.2651403332241137,0.25408294853578073,0.012978544353210442
0.1,0.2502278400314017,0.3072000182431989,0.2586611934046275,0.05697217821179723
0.25,0.2502189931651282,0.3811981753258619,0.26960729395277194,0.13097918216073373
0.5,0.251543696468256,0.5500617053999517,0.2957320694006327,0.2985180089316957
0.75,0.25326483408674283,0.8332153450583077,0.33911248379084385,0.5799505109715649
